loan_amnt,term,int_rate,installment,annual_inc,dti,fico_score,revol_bal,revol_util,total_acc,home_ownership,purpose,emp_length,loan_status
36851, 36 months,20.98,1387.99,50649.07,10.47,583,49224,76.8,4,RENT,debt_consolidation,7 years,0
27832, 36 months,12.76,934.56,82199.82,25.51,583,19271,17.3,39,OWN,debt_consolidation,2 years,0
14944, 60 months,17.77,377.61,55788.89,38.18,669,46468,38.2,29,MORTGAGE,car,< 1 year,0
20873, 36 months,8.81,661.91,25714.84,27.43,741,5357,3.1,27,RENT,credit_card,3 years,0
24928, 60 months,15.68,601.97,49443.81,37.07,734,25563,82.7,21,MORTGAGE,other,5 years,0
16379, 36 months,25.33,654.09,36204.34,31.37,594,1345,34.1,28,OWN,home_improvement,5 years,1
37751, 60 months,14.98,897.7,47208.93,29.12,611,9978,24.8,2,OWN,major_purchase,3 years,0
35546, 36 months,24.39,1401.86,29399.94,16.56,642,13616,58.0,11,MORTGAGE,credit_card,7 years,1
25286, 60 months,18.78,652.88,53803.2,12.99,687,9223,70.5,11,RENT,small_business,8 years,0
6110, 36 months,9.82,196.64,58887.86,33.85,593,32737,81.3,2,RENT,car,1 year,0
13087, 36 months,18.57,476.88,74798.41,36.22,602,9422,34.8,33,RENT,major_purchase,2 years,1
24762, 36 months,16.88,881.35,59036.78,18.08,690,8602,81.2,33,RENT,medical,7 years,0
18081, 60 months,14.47,425.13,130713.78,0.36,739,10497,46.5,28,RENT,major_purchase,< 1 year,0
35947, 36 months,8.19,1129.6,182648.98,31.7,620,23597,10.1,14,MORTGAGE,small_business,< 1 year,0
10596, 36 months,14.88,366.69,38456.42,11.4,723,47229,84.6,18,MORTGAGE,vacation,6 years,0
39019, 60 months,7.14,775.2,87731.88,0.4,732,3092,54.8,29,MORTGAGE,moving,9 years,0
19313, 36 months,7.72,602.71,174339.55,32.2,661,2591,60.2,26,MORTGAGE,debt_consolidation,6 years,1
2013, 36 months,14.86,69.64,89114.17,20.7,805,35270,93.7,37,MORTGAGE,moving,6 years,0
24705, 36 months,12.37,824.93,75387.3,27.41,731,8853,55.9,3,MORTGAGE,vacation,4 years,0
2828, 36 months,26.32,114.42,16430.36,36.59,838,25805,0.6,33,RENT,home_improvement,6 years,0
8909, 60 months,13.95,207.07,35071.86,21.65,658,19476,87.1,33,MORTGAGE,moving,,0
39356, 60 months,22.55,1099.31,38282.1,20.13,774,7061,28.5,7,RENT,home_improvement,5 years,0
14109, 36 months,17.43,506.05,112680.81,11.63,802,16161,50.2,32,MORTGAGE,other,5 years,0
3023, 60 months,21.34,82.36,31622.82,12.21,845,1673,20.5,10,OWN,car,2 years,0
15537, 36 months,11.35,511.24,46572.95,31.86,809,25664,29.7,17,RENT,debt_consolidation,6 years,0
27661, 36 months,26.69,1124.67,81158.98,17.96,729,28224,68.7,26,RENT,other,5 years,0
39659, 36 months,17.43,1422.45,30778.77,6.54,715,30530,43.0,29,MORTGAGE,medical,4 years,0
34848, 36 months,24.2,1370.85,57956.84,3.78,702,13354,62.7,18,MORTGAGE,home_improvement,2 years,0
38804, 36 months,13.71,1320.77,53597.84,18.92,689,6002,82.4,32,MORTGAGE,medical,2 years,0
16379, 60 months,7.75,330.15,82972.63,18.6,722,42920,34.1,24,RENT,major_purchase,5 years,0
28766, 60 months,20.66,772.73,72788.23,26.14,649,7308,56.8,32,MORTGAGE,moving,5 years,0
3563, 36 months,5.67,107.86,71423.0,18.84,633,44405,77.8,27,RENT,vacation,4 years,0
37060, 36 months,16.19,1306.4,55296.84,5.74,619,33267,71.5,5,MORTGAGE,car,2 years,0
30197, 60 months,9.84,639.22,17933.51,20.31,776,13590,54.0,16,MORTGAGE,home_improvement,1 year,0
4586, 60 months,19.62,120.53,53305.63,36.27,606,33093,38.3,38,RENT,other,3 years,1
17087, 60 months,27.54,527.29,50674.72,6.38,759,13729,40.8,39,RENT,medical,3 years,0
24225, 36 months,15.95,851.08,77646.9,27.59,625,29224,,24,RENT,credit_card,9 years,1
30750, 60 months,23.89,882.65,38034.27,23.75,721,887,34.9,6,MORTGAGE,moving,1 year,0
7643, 36 months,16.93,272.23,50265.76,29.94,677,41955,69.9,26,OTHER,small_business,8 years,0
28523, 36 months,16.66,1012.1,51226.72,6.02,705,36441,12.5,31,RENT,vacation,10+ years,0
37727, 36 months,26.43,1528.7,31967.25,37.66,637,11232,96.7,27,RENT,vacation,10+ years,1
12005, 36 months,25.52,480.62,24539.35,24.84,756,40703,77.9,4,RENT,small_business,2 years,0
1161, 36 months,23.18,45.05,61668.25,33.88,786,33696,29.8,5,RENT,small_business,< 1 year,1
17029, 36 months,12.17,566.99,89738.74,9.86,733,4403,4.3,19,OTHER,small_business,4 years,0
15226, 36 months,17.76,548.62,33693.29,29.58,606,14992,71.1,38,OTHER,moving,9 years,1
29731, 60 months,10.54,639.62,43016.52,31.24,742,42882,73.4,12,OWN,small_business,2 years,1
4390, 36 months,15.49,153.24,80638.34,15.9,829,7990,96.4,12,RENT,home_improvement,,0
6997, 36 months,16.39,247.34,85478.92,15.36,767,44215,25.4,37,OWN,other,< 1 year,0
13693, 36 months,24.21,538.73,56322.83,26.31,669,17008,8.3,17,RENT,small_business,9 years,0
1541, 60 months,25.66,45.83,62850.93,3.74,710,31010,91.5,26,MORTGAGE,moving,3 years,0
22817, 36 months,14.83,789.06,67455.94,29.42,592,4344,25.9,2,MORTGAGE,debt_consolidation,< 1 year,0
38861, 36 months,5.9,1180.47,75103.35,1.72,608,46522,72.2,27,RENT,debt_consolidation,< 1 year,0
14428, 36 months,24.89,572.82,25774.69,7.62,844,21083,6.1,31,RENT,medical,9 years,0
11258, 60 months,9.42,236.0,154867.66,26.57,611,24634,76.1,7,OTHER,debt_consolidation,7 years,0
17044, 60 months,19.49,446.74,57780.25,3.93,729,5116,,28,MORTGAGE,major_purchase,9 years,0
30411, 36 months,6.06,925.99,75955.22,38.87,665,39005,,20,OWN,moving,,0
6469, 36 months,14.49,222.64,31036.45,34.74,637,42237,53.2,39,RENT,car,3 years,0
29854, 60 months,27.68,923.77,43846.91,25.05,636,41646,95.5,20,RENT,small_business,9 years,0
7256, 36 months,7.77,226.61,61462.97,32.76,604,24011,3.7,33,RENT,home_improvement,2 years,0
11720, 36 months,15.03,406.45,16603.28,35.5,769,4610,29.2,2,RENT,credit_card,5 years,0
34937, 36 months,12.41,1167.26,28547.25,10.38,655,49684,7.0,26,MORTGAGE,credit_card,10+ years,0
34598, 36 months,25.86,1391.4,31724.0,33.98,804,37265,87.9,14,MORTGAGE,other,9 years,0
2651, 36 months,25.06,105.49,22761.32,7.79,762,3852,59.4,11,MORTGAGE,vacation,8 years,0
20194, 36 months,10.85,659.69,52242.4,16.53,733,31686,53.5,19,RENT,vacation,5 years,0
26051, 36 months,7.33,808.32,46889.56,22.33,848,19788,13.1,37,RENT,debt_consolidation,< 1 year,0
28386, 60 months,19.61,745.91,115176.89,28.56,602,35536,48.9,23,MORTGAGE,major_purchase,7 years,0
10518, 36 months,13.07,354.75,25024.1,1.21,593,19039,39.9,7,OWN,vacation,< 1 year,0
17184, 60 months,20.62,461.22,56435.24,11.62,673,34908,31.6,28,MORTGAGE,other,2 years,0
34787, 36 months,6.22,1061.76,28910.09,24.34,631,7724,77.2,9,OWN,medical,8 years,0
22621, 36 months,8.5,714.09,17495.8,14.29,620,49725,6.1,25,OWN,small_business,3 years,0
11028, 36 months,20.94,415.14,69750.67,31.0,743,46026,64.7,21,OWN,other,7 years,0
13448, 60 months,10.28,287.59,73303.19,26.07,585,9997,82.3,23,MORTGAGE,moving,8 years,0
35051, 60 months,24.8,1024.69,68273.11,9.38,717,49588,90.7,10,RENT,medical,7 years,0
31447, 36 months,6.82,968.41,22250.11,5.84,678,10695,74.6,20,MORTGAGE,medical,5 years,0
19394, 60 months,10.35,415.41,51542.01,25.16,803,43422,28.2,2,MORTGAGE,credit_card,8 years,0
35501, 36 months,27.97,1467.87,70151.77,18.02,609,3589,60.1,12,MORTGAGE,medical,10+ years,0
31254, 60 months,15.24,747.47,86794.29,6.76,804,1398,14.1,11,MORTGAGE,vacation,5 years,0
19509, 60 months,21.32,531.3,71465.98,13.05,840,42514,11.7,2,RENT,small_business,4 years,0
15472, 60 months,9.61,325.77,87472.56,12.12,826,7691,63.9,28,MORTGAGE,small_business,7 years,0
4471, 36 months,19.22,164.39,93006.8,4.33,658,48500,85.1,18,OWN,small_business,3 years,0
31268, 36 months,21.84,1191.55,52204.24,21.88,764,10943,6.7,18,OWN,credit_card,2 years,0
9329, 36 months,12.58,312.45,66112.83,30.55,759,13926,10.6,3,RENT,small_business,3 years,0
35865, 36 months,24.15,1409.91,89304.42,23.02,656,45817,56.6,24,MORTGAGE,small_business,8 years,1
29272, 36 months,19.08,1074.18,61949.53,33.05,841,12113,21.8,11,MORTGAGE,vacation,3 years,0
7397, 36 months,14.26,253.75,100649.4,5.1,808,30134,61.2,31,MORTGAGE,credit_card,6 years,0
33373, 36 months,18.05,1207.35,82842.61,17.42,581,3266,21.5,36,RENT,vacation,< 1 year,0
36525, 36 months,18.48,1329.28,33541.18,24.38,596,6408,11.6,26,MORTGAGE,major_purchase,5 years,0
25570, 36 months,9.22,815.74,22390.68,27.04,591,14842,54.6,18,MORTGAGE,vacation,7 years,0
19284, 36 months,14.56,664.34,49591.99,27.83,761,11136,86.2,20,MORTGAGE,moving,6 years,0
19994, 60 months,13.23,457.28,24132.67,,586,3497,68.5,19,RENT,moving,4 years,1
24284, 36 months,14.52,836.12,51527.74,26.06,825,21340,81.9,19,RENT,credit_card,3 years,0
18833, 36 months,22.62,725.3,48803.56,3.77,736,34742,26.6,36,MORTGAGE,major_purchase,1 year,0
26122, 60 months,16.36,640.24,106996.0,27.81,753,31408,88.6,11,RENT,credit_card,< 1 year,0
6017, 36 months,26.66,244.55,66372.47,28.99,760,41826,37.7,24,MORTGAGE,major_purchase,< 1 year,0
17370, 36 months,12.11,577.85,88147.0,39.74,816,29794,85.2,23,RENT,medical,4 years,0
30252, 36 months,14.85,1046.47,36542.93,27.73,736,9245,47.1,10,MORTGAGE,medical,8 years,0
8999, 36 months,23.21,349.33,122737.22,,830,38178,26.8,33,MORTGAGE,medical,6 years,0
23436, 60 months,17.79,592.45,83800.05,20.59,800,24126,26.0,27,RENT,major_purchase,1 year,0
3096, 36 months,17.81,111.63,63352.07,34.72,802,2534,56.8,30,RENT,medical,5 years,0
26279, 36 months,6.7,807.82,16581.86,39.87,790,47018,7.9,20,MORTGAGE,small_business,9 years,0
27201, 36 months,14.47,935.89,99433.45,31.16,713,35985,93.0,30,OWN,medical,6 years,0
20715, 36 months,11.59,683.98,142059.47,24.5,838,18719,27.1,36,RENT,major_purchase,7 years,0
30309, 60 months,27.99,943.51,49353.88,3.16,614,23713,33.6,13,OWN,credit_card,10+ years,0
16078, 36 months,12.44,537.4,49963.56,29.07,762,45982,23.3,9,OTHER,vacation,8 years,0
6105, 36 months,25.4,244.03,35953.93,28.34,740,18541,0.3,26,RENT,credit_card,2 years,0
30312, 36 months,20.72,1137.65,18415.7,31.02,672,14176,69.3,28,RENT,home_improvement,1 year,0
3839, 36 months,13.17,129.67,34987.42,4.98,776,19075,59.1,7,OWN,vacation,6 years,0
4384, 36 months,17.73,157.9,132674.19,26.15,785,19726,81.0,14,MORTGAGE,credit_card,7 years,0
14493, 60 months,24.41,420.39,93658.16,11.83,597,1555,4.1,12,RENT,car,8 years,0
18069, 60 months,25.38,534.38,30834.05,30.41,813,16659,92.9,39,MORTGAGE,home_improvement,9 years,0
8531, 60 months,9.11,177.55,34647.05,9.61,645,30966,33.1,7,RENT,small_business,4 years,0
38051, 60 months,13.14,868.51,176495.24,27.36,823,25923,,6,MORTGAGE,vacation,8 years,0
8736, 36 months,13.04,294.52,26579.8,11.8,778,3089,10.7,8,MORTGAGE,moving,< 1 year,0
8710, 36 months,6.45,266.75,31912.23,0.36,597,14743,74.4,20,OWN,moving,,0
2619, 60 months,18.96,67.88,37882.75,25.33,651,7578,57.9,7,MORTGAGE,home_improvement,9 years,0
14975, 60 months,24.73,437.17,21702.74,4.53,734,34940,35.8,26,MORTGAGE,vacation,4 years,0
24252, 60 months,14.09,565.43,35507.31,26.37,749,27967,7.9,10,MORTGAGE,medical,1 year,0
16261, 36 months,22.15,622.28,35832.66,37.02,730,49304,60.5,21,RENT,major_purchase,5 years,0
2431, 36 months,19.62,89.87,28528.25,38.77,840,23185,2.6,26,MORTGAGE,car,< 1 year,0
10067, 60 months,13.95,233.98,108747.36,9.44,659,40492,50.1,9,RENT,small_business,6 years,0
38481, 60 months,8.67,792.65,24340.63,32.37,685,43027,60.4,38,MORTGAGE,medical,6 years,0
28037, 60 months,21.46,765.77,45019.2,14.14,590,34594,73.3,39,OWN,home_improvement,9 years,0
10557, 36 months,24.73,418.24,28963.72,,787,21893,99.1,3,MORTGAGE,moving,7 years,0
10435, 36 months,20.93,392.76,43218.14,31.5,709,17754,26.0,23,RENT,small_business,< 1 year,0
38766, 36 months,5.9,1177.58,28167.41,2.96,750,44507,32.2,37,RENT,home_improvement,1 year,0
1162, 60 months,10.37,24.9,51304.66,16.29,612,5322,34.1,5,MORTGAGE,medical,10+ years,0
35742, 36 months,7.06,1104.59,59449.22,13.49,603,21512,73.2,2,RENT,moving,< 1 year,0
20675, 36 months,18.33,750.88,113698.91,31.41,776,5811,93.2,34,RENT,small_business,7 years,0
9461, 60 months,22.52,264.11,34435.49,16.41,625,34459,97.4,25,MORTGAGE,moving,7 years,0
18015, 36 months,7.99,564.44,129404.19,27.38,810,39442,94.6,6,RENT,car,2 years,0
33591, 60 months,24.36,973.38,30206.52,24.1,712,26726,,36,RENT,car,9 years,0
29047, 36 months,18.0,1050.12,42496.99,,843,10836,,27,MORTGAGE,small_business,1 year,0
35782, 60 months,21.02,968.43,141328.73,37.51,664,36158,37.6,27,RENT,credit_card,,1
10833, 36 months,27.36,444.35,279781.71,17.11,584,43241,94.8,6,OWN,moving,4 years,0
8896, 60 months,7.38,177.75,134801.95,28.94,848,9862,76.1,19,MORTGAGE,moving,8 years,0
33972, 60 months,25.78,1012.72,42866.46,33.18,800,32804,16.8,26,MORTGAGE,small_business,1 year,0
31508, 36 months,8.34,992.3,66764.39,35.96,773,44376,4.5,39,MORTGAGE,debt_consolidation,5 years,0
6347, 36 months,14.34,217.98,73834.56,2.73,648,18011,21.4,22,MORTGAGE,small_business,10+ years,0
31314, 36 months,24.66,1239.42,60310.07,12.08,755,35107,77.9,25,RENT,small_business,< 1 year,0
3643, 36 months,25.89,146.57,26776.83,12.81,818,22544,63.2,29,RENT,small_business,6 years,0
19681, 60 months,16.89,487.96,56429.62,17.38,758,14425,22.4,5,MORTGAGE,vacation,3 years,0
39328, 36 months,18.87,1439.02,36188.35,6.77,835,34139,74.2,9,MORTGAGE,other,6 years,0
16892, 36 months,21.43,640.14,27417.93,19.85,790,33444,14.1,34,MORTGAGE,medical,8 years,0
18073, 36 months,24.24,711.33,40667.25,26.53,806,5072,82.2,4,MORTGAGE,home_improvement,< 1 year,0
37768, 60 months,8.23,769.96,59230.91,19.89,651,252,79.4,21,MORTGAGE,car,< 1 year,0
31682, 60 months,23.73,906.47,89395.88,26.63,644,35632,97.3,36,OWN,credit_card,10+ years,1
33262, 36 months,16.33,1174.82,42093.26,2.66,745,10208,15.0,8,MORTGAGE,credit_card,6 years,0
32358, 36 months,15.64,1131.87,46762.37,35.04,793,18615,90.7,28,MORTGAGE,major_purchase,9 years,0
15289, 36 months,15.04,530.3,79408.25,37.56,596,17144,34.1,6,OWN,debt_consolidation,10+ years,1
8927, 36 months,16.96,318.09,51150.27,,752,19670,41.6,38,OWN,debt_consolidation,1 year,0
2171, 36 months,26.76,88.35,61631.66,35.26,708,39069,46.8,2,MORTGAGE,home_improvement,7 years,0
12918, 36 months,17.83,465.92,51368.53,5.26,582,23218,62.7,23,MORTGAGE,small_business,3 years,0
12929, 36 months,26.95,527.48,,31.9,827,33160,99.5,8,MORTGAGE,moving,6 years,0
3539, 36 months,9.56,113.46,25657.35,4.77,649,11283,60.0,9,MORTGAGE,small_business,9 years,0
37727, 36 months,21.79,1436.72,52754.06,16.32,631,44502,92.7,31,OWN,car,1 year,0
23669, 36 months,23.78,925.87,115464.39,12.95,838,25006,25.5,29,MORTGAGE,medical,7 years,1
6432, 36 months,20.78,241.6,54251.98,23.42,818,33764,39.8,27,MORTGAGE,debt_consolidation,5 years,0
21644, 60 months,19.16,563.36,29725.17,12.06,673,39916,50.4,35,RENT,debt_consolidation,< 1 year,0
19745, 60 months,18.21,503.65,118885.73,25.49,626,25667,32.3,33,MORTGAGE,other,8 years,0
29228, 36 months,24.87,1160.09,75570.63,14.7,654,24677,97.7,23,RENT,debt_consolidation,10+ years,0
35521, 36 months,23.99,1393.4,77697.37,34.43,670,10891,72.6,21,MORTGAGE,debt_consolidation,1 year,0
32703, 60 months,8.25,667.02,76443.97,25.36,665,47688,47.9,15,MORTGAGE,moving,3 years,0
27928, 60 months,24.59,813.02,24938.74,8.61,585,14542,75.1,24,MORTGAGE,debt_consolidation,8 years,0
19322, 36 months,14.82,668.1,72307.49,13.45,809,14414,46.7,4,MORTGAGE,home_improvement,7 years,0
23360, 36 months,11.21,767.1,112507.85,33.9,622,18564,1.7,20,MORTGAGE,moving,7 years,0
30055, 36 months,25.07,1196.09,36749.47,15.46,777,5316,54.3,15,OWN,credit_card,3 years,0
17376, 36 months,15.22,604.22,15410.92,21.43,761,44056,62.5,38,MORTGAGE,moving,< 1 year,0
7588, 36 months,23.69,296.47,61043.56,25.96,748,12759,98.1,36,MORTGAGE,car,9 years,0
26000, 36 months,11.43,856.51,49993.52,13.91,782,28190,4.1,2,OWN,medical,3 years,0
7304, 36 months,5.59,220.85,19369.03,11.76,773,22817,51.2,20,RENT,moving,2 years,0
8345, 36 months,16.65,296.07,70490.07,19.01,610,42239,9.8,16,MORTGAGE,car,10+ years,0
30300, 36 months,7.76,946.14,67384.84,8.6,681,36776,14.9,26,RENT,other,2 years,0
25259, 36 months,22.47,970.81,20339.43,11.37,643,7373,61.0,2,MORTGAGE,vacation,< 1 year,0
26470, 36 months,11.71,875.52,152296.47,2.48,670,48110,23.2,32,RENT,major_purchase,8 years,0
24017, 36 months,15.48,838.21,76931.66,12.16,829,48195,74.9,38,MORTGAGE,medical,2 years,0
16352, 36 months,7.46,508.35,15769.67,12.83,762,36054,51.4,23,MORTGAGE,other,3 years,0
34365, 60 months,11.95,763.56,80123.02,38.47,784,10873,21.8,21,RENT,debt_consolidation,< 1 year,0
20446, 36 months,23.08,792.31,,23.59,668,37285,49.4,6,MORTGAGE,car,2 years,0
3336, 60 months,8.91,69.1,114577.28,31.5,738,19012,0.1,16,MORTGAGE,vacation,< 1 year,0
10879, 60 months,20.06,288.59,33714.2,1.82,709,16922,86.3,3,RENT,vacation,3 years,0
33316, 36 months,26.14,1344.81,80820.17,4.26,827,13994,,13,MORTGAGE,moving,9 years,0
34340, 36 months,20.8,1290.24,42531.87,32.58,719,18164,0.7,8,MORTGAGE,car,6 years,0
8521, 36 months,23.75,333.19,35105.36,24.94,768,6605,61.2,3,MORTGAGE,debt_consolidation,9 years,0
7171, 60 months,7.95,145.23,29172.92,7.64,670,11718,97.4,9,OTHER,home_improvement,10+ years,0
24481, 60 months,11.14,533.99,15648.25,16.19,635,48109,85.6,10,RENT,major_purchase,7 years,1
19474, 60 months,25.63,578.8,67795.72,21.55,805,35116,25.2,28,MORTGAGE,medical,7 years,0
22008, 36 months,21.59,835.83,41613.11,33.74,744,16145,19.7,29,MORTGAGE,car,< 1 year,1
2633, 36 months,19.89,97.7,15000.0,,615,21791,62.6,38,MORTGAGE,debt_consolidation,10+ years,0
13485, 36 months,20.43,504.11,51288.05,23.87,608,16120,82.3,16,OWN,major_purchase,5 years,0
4648, 36 months,14.82,160.72,98194.76,28.68,659,23553,36.2,20,MORTGAGE,home_improvement,7 years,0
14140, 36 months,6.5,433.38,22377.44,39.12,748,16362,43.2,31,MORTGAGE,medical,9 years,0
18921, 36 months,23.15,733.91,31966.4,32.29,612,35859,11.5,14,RENT,small_business,9 years,0
15357, 60 months,20.77,413.47,63866.68,11.05,672,48604,15.3,7,RENT,debt_consolidation,7 years,0
4137, 36 months,16.14,145.73,15000.0,28.38,691,39865,56.8,31,OWN,credit_card,8 years,0
1097, 36 months,25.74,44.05,35588.98,30.53,788,19946,10.3,2,MORTGAGE,major_purchase,7 years,0
12407, 36 months,13.06,418.4,60352.87,29.19,773,37849,20.2,39,RENT,major_purchase,4 years,0
31575, 60 months,12.12,704.28,35007.9,32.81,843,4901,23.5,26,MORTGAGE,debt_consolidation,< 1 year,0
13722, 60 months,25.14,403.89,22498.3,36.15,826,35072,44.4,36,OWN,other,8 years,0
13924, 36 months,23.43,542.12,23154.55,3.94,697,43460,4.6,27,RENT,vacation,9 years,0
4750, 36 months,17.09,169.56,18633.79,4.19,807,2485,50.0,14,OTHER,vacation,9 years,0
28733, 36 months,8.44,906.23,,31.86,588,46232,92.9,20,OWN,major_purchase,9 years,1
9535, 60 months,10.34,204.19,92410.62,10.09,778,33416,2.4,11,MORTGAGE,medical,9 years,0
25487, 36 months,20.27,950.7,202224.64,2.34,708,10461,63.1,8,RENT,credit_card,4 years,1
31651, 36 months,14.16,1084.22,50096.66,16.05,641,14012,83.6,16,RENT,debt_consolidation,6 years,1
5666, 36 months,24.32,223.25,77726.31,32.8,581,30131,31.2,24,OWN,credit_card,6 years,0
17994, 36 months,26.87,733.35,27875.59,5.06,751,39047,13.2,37,MORTGAGE,other,10+ years,0
2727, 60 months,23.63,77.87,15000.0,26.87,824,9743,4.3,32,RENT,small_business,3 years,0
35622, 36 months,13.99,1217.3,148890.36,0.14,667,29447,64.4,9,MORTGAGE,home_improvement,7 years,0
11800, 36 months,23.25,458.31,34301.38,4.39,662,2632,55.2,31,MORTGAGE,credit_card,10+ years,0
38823, 36 months,13.41,1315.78,75449.96,14.03,584,24287,22.9,35,OWN,medical,9 years,0
19708, 36 months,9.26,629.1,53910.29,3.34,618,27108,83.2,34,MORTGAGE,car,8 years,0
13819, 60 months,6.25,268.77,89032.3,33.84,654,34036,73.6,2,RENT,vacation,3 years,0
10369, 36 months,14.18,355.3,86895.25,34.56,680,34541,27.6,17,OTHER,moving,1 year,0
10283, 60 months,25.83,306.84,57909.42,30.22,720,44049,75.3,12,MORTGAGE,car,9 years,0
31573, 60 months,10.88,684.59,61862.45,9.7,672,7020,24.5,28,RENT,credit_card,3 years,0
14171, 36 months,10.15,458.26,101473.28,20.93,698,36395,67.5,23,OWN,home_improvement,1 year,0
31933, 36 months,27.32,1309.16,38337.52,7.37,688,2548,11.9,20,RENT,debt_consolidation,< 1 year,0
6774, 36 months,6.06,206.26,124662.95,11.25,622,34318,69.2,7,OWN,debt_consolidation,< 1 year,0
7519, 60 months,23.18,212.74,32057.49,20.64,715,18524,23.9,21,OWN,small_business,10+ years,0
11983, 36 months,12.73,402.2,51325.76,29.4,796,38270,57.2,4,MORTGAGE,home_improvement,3 years,0
31932, 36 months,6.34,976.36,71503.95,3.79,735,39190,17.2,2,RENT,other,8 years,0
31798, 36 months,26.15,1283.7,18444.92,11.87,618,5846,72.6,24,MORTGAGE,moving,8 years,0
19133, 60 months,8.64,393.84,112320.18,37.06,605,19904,6.1,39,MORTGAGE,car,6 years,0
15939, 36 months,17.92,575.59,65221.24,17.16,611,7125,16.5,4,MORTGAGE,major_purchase,4 years,0
1781, 36 months,11.67,58.87,300000.0,37.55,625,44614,18.4,35,RENT,small_business,5 years,0
28624, 36 months,6.97,883.43,170828.52,39.66,735,8812,4.1,18,RENT,vacation,< 1 year,0
7823, 36 months,6.62,240.19,48701.22,21.07,823,5407,74.5,28,RENT,credit_card,2 years,0
19489, 60 months,8.1,396.1,143107.59,11.52,614,31601,98.1,24,RENT,home_improvement,< 1 year,0
30118, 36 months,7.11,931.47,81503.54,31.63,821,4767,77.8,39,RENT,major_purchase,9 years,0
35881, 60 months,22.61,1003.48,56312.08,6.37,838,8362,86.1,12,MORTGAGE,credit_card,4 years,0
17280, 36 months,16.43,611.19,18112.95,10.08,625,22028,0.6,16,RENT,car,3 years,0
23263, 36 months,13.22,786.29,20866.05,31.4,816,18803,11.8,27,MORTGAGE,credit_card,2 years,0
14565, 36 months,14.91,504.26,49149.51,17.35,587,10971,55.9,12,RENT,other,5 years,0
21354, 36 months,26.4,864.92,36416.64,8.06,839,42376,97.8,8,MORTGAGE,home_improvement,5 years,0
26643, 36 months,25.99,1073.32,56112.48,26.05,850,14520,66.1,9,MORTGAGE,other,8 years,0
24648, 36 months,21.6,936.23,111683.24,29.31,623,24061,37.4,6,RENT,other,3 years,0
19658, 36 months,25.41,785.87,82369.86,5.0,817,48559,14.6,18,RENT,small_business,8 years,1
22253, 36 months,12.69,746.47,32280.81,11.08,746,33706,15.3,24,RENT,moving,3 years,0
27390, 36 months,14.07,937.06,85389.19,8.85,655,21314,36.3,3,MORTGAGE,moving,7 years,0
24128, 60 months,19.31,630.02,28327.03,15.19,736,13672,71.4,28,MORTGAGE,moving,7 years,0
14489, 36 months,19.53,535.0,24702.4,30.54,780,42991,3.2,22,OTHER,vacation,1 year,0
39314, 36 months,16.34,1388.77,61634.82,28.55,813,23995,85.2,8,RENT,home_improvement,9 years,0
33658, 36 months,14.51,1158.71,30070.46,26.5,811,24448,94.2,39,MORTGAGE,debt_consolidation,7 years,0
7852, 60 months,27.69,243.01,33352.65,0.25,791,30136,88.9,27,MORTGAGE,car,1 year,0
30450, 60 months,23.98,875.63,88999.25,5.69,733,31088,91.3,31,RENT,medical,10+ years,0
3551, 36 months,15.29,123.6,72735.16,8.93,792,3177,1.5,13,RENT,credit_card,7 years,0
7411, 60 months,21.86,204.09,39219.0,10.88,666,27347,97.8,12,RENT,major_purchase,5 years,0
34243, 36 months,11.57,1130.34,18489.17,5.86,597,15684,36.6,18,MORTGAGE,moving,2 years,0
22800, 36 months,7.75,711.84,31536.55,16.41,770,21735,86.9,11,MORTGAGE,other,10+ years,0
11403, 60 months,13.43,261.97,157195.7,3.01,633,5100,18.7,17,RENT,vacation,6 years,0
8239, 60 months,14.57,194.15,87546.4,30.0,795,36564,44.7,16,OWN,other,5 years,0
7710, 36 months,5.87,234.1,115168.85,31.51,621,19268,4.4,16,RENT,major_purchase,2 years,0
22384, 60 months,23.83,641.74,57160.3,22.97,809,42691,4.0,21,RENT,car,4 years,1
22038, 36 months,13.58,748.72,39710.51,3.59,809,17656,94.3,5,MORTGAGE,home_improvement,,0
23447, 60 months,18.56,602.57,84382.52,35.6,761,13628,81.1,33,RENT,small_business,5 years,0
3285, 36 months,7.16,101.67,105778.59,38.63,720,6407,53.0,23,RENT,small_business,< 1 year,0
38991, 36 months,9.44,1247.9,36759.61,8.09,661,24054,52.5,36,MORTGAGE,medical,< 1 year,0
14521, 36 months,25.52,581.35,31954.78,28.19,746,40198,74.9,15,RENT,vacation,7 years,1
7971, 36 months,19.2,292.99,19677.76,33.68,633,26532,34.2,31,RENT,home_improvement,7 years,0
30139, 36 months,26.88,1228.49,31474.88,21.59,652,44447,76.2,32,MORTGAGE,major_purchase,8 years,1
20909, 36 months,27.97,864.53,73229.33,12.93,792,29584,48.5,11,OWN,major_purchase,7 years,0
12531, 36 months,13.87,427.49,34277.47,19.14,750,18075,63.8,7,MORTGAGE,major_purchase,1 year,0
15721, 36 months,12.22,523.82,85736.85,20.49,849,28741,96.5,28,MORTGAGE,small_business,10+ years,0
20206, 36 months,24.81,801.36,159580.69,16.03,798,9449,47.1,12,RENT,debt_consolidation,4 years,0
38711, 36 months,27.97,1600.6,,37.19,715,21557,41.8,37,RENT,vacation,7 years,0
